Name;Type;RA;Declinaison;Const;Hubble
NGC0474;G;01:20:06.69;+03:24:55.4;Psc;S0
NGC0475;G;01:20:02.00;+14:51:39.8;Psc;E-S0
NGC0476;G;01:20:19.90;+16:01:12.5;Psc;S0
NGC0477;G;01:21:20.37;+40:29:17.5;And;Sc
NGC0478;G;01:20:09.29;-22:22:38.6;Cet;Sb
NGC0479;G;01:21:15.73;+03:51:44.2;Psc;SBbc
NGC0480;G;01:20:34.39;-09:52:48.8;Cet;Sa
NGC0481;G;01:21:12.51;-09:12:40.4;Cet;E-S0
NGC0482;G;01:20:20.42;-40:57:58.0;Phe;Sab
NGC0483;G;01:21:56.30;+33:31:15.5;Psc;Sb
NGC0484;G;01:19:34.73;-58:31:27.5;Tuc;E-S0
NGC0485;G;01:21:27.60;+07:01:05.1;Psc;Sbc
NGC0486;G;01:21:43.04;+05:20:46.7;Psc;
NGC0487;G;01:21:55.09;-16:22:13.3;Cet;SBa
NGC0488;G;01:21:46.85;+05:15:24.2;Psc;Sb
NGC0489;G;01:21:53.90;+09:12:23.6;Psc;Sc
NGC0490;G;01:22:02.87;+05:22:01.9;Psc;Sb
NGC0491;G;01:21:20.43;-34:03:47.8;Scl;SBb
NGC0491A;G;01:20:04.67;-33:53:58.2;Scl;Scd
NGC0492;G;01:22:13.56;+05:25:01.4;Psc;SABb
NGC0493;G;01:22:08.99;+00:56:43.3;Cet;Sc
NGC0494;G;01:22:55.40;+33:10:26.0;Psc;Sab
NGC0495;G;01:22:56.00;+33:28:18.0;Psc;S0-a
NGC0496;G;01:23:11.60;+33:31:45.0;Psc;Sbc
NGC0497;G;01:22:23.78;-00:52:30.7;Cet;SBbc
NGC0498;G;01:23:11.28;+33:29:21.7;Psc;
NGC0499;G;01:23:11.50;+33:27:38.0;Psc;E-S0
NGC0500;G;01:22:39.37;+05:23:14.2;Psc;E
NGC0501;G;01:23:22.41;+33:25:58.7;Psc;E
NGC0502;G;01:22:55.54;+09:02:57.1;Psc;S0
NGC0503;G;01:23:28.43;+33:19:54.2;Psc;S0
NGC0504;G;01:23:27.90;+33:12:16.0;Psc;S0
NGC0505;G;01:22:57.10;+09:28:08.0;Psc;S0
NGC0506;*;01:23:35.35;+33:14:40.8;Psc;
NGC0507;G;01:23:39.91;+33:15:21.8;Psc;E-S0
NGC0508;G;01:23:40.60;+33:16:49.0;Psc;E
NGC0509;G;01:23:24.09;+09:26:00.8;Psc;S0-a
NGC0510;**;01:23:55.56;+33:29:48.8;Psc;
NGC0511;G;01:23:30.73;+11:17:27.6;Psc;E
NGC0512;G;01:23:59.80;+33:54:28.0;And;Sab
NGC0513;G;01:24:26.85;+33:47:58.0;And;Sc
NGC0514;G;01:24:03.90;+12:55:02.6;Psc;SABc
NGC0515;G;01:24:38.60;+33:28:22.0;Psc;S0
NGC0516;G;01:24:08.07;+09:33:06.1;Psc;S0
NGC0517;G;01:24:43.80;+33:25:46.0;Psc;S0
NGC0518;G;01:24:17.64;+09:19:51.4;Psc;Sa
NGC0519;G;01:24:28.64;-01:38:28.5;Cet;E
NGC0520;GPair;01:24:35.07;+03:47:32.7;Psc;
NGC0520 NED01;G;01:24:34.48;+03:47:41.8;Psc;Sa
NGC0520 NED02;G;01:24:34.79;+03:47:23.2;Psc;Sc
NGC0521;G;01:24:33.78;+01:43:53.0;Cet;Sbc
NGC0522;G;01:24:45.85;+09:59:40.7;Psc;Sbc
NGC0523;G;01:25:20.73;+34:01:29.8;And;Sbc
NGC0524;G;01:24:47.72;+09:32:19.8;Psc;S0-a
NGC0525;G;01:24:52.91;+09:42:12.0;Psc;S0
NGC0526;GPair;01:23:58.50;-35:07:21.0;Scl;
NGC0526A;G;01:23:54.39;-35:03:55.9;Scl;S0
NGC0526B;G;01:23:57.08;-35:04:09.4;Scl;S0
NGC0527;G;01:23:58.12;-35:06:54.2;Scl;S0-a
NGC0527B;G;01:23:59.34;-35:07:38.5;Scl;Sbc
NGC0528;G;01:25:33.60;+33:40:18.0;And;S0
NGC0529;G;01:25:40.40;+34:42:48.0;And;E-S0
NGC0530;G;01:24:41.65;-01:35:13.5;Cet;S0-a
NGC0531;G;01:26:18.90;+34:45:14.0;And;S0-a
NGC0532;G;01:25:17.34;+09:15:50.8;Psc;Sab
NGC0533;G;01:25:31.36;+01:45:32.8;Cet;E
NGC0534;G;01:24:44.63;-38:07:44.7;Scl;S0
NGC0535;G;01:25:31.15;-01:24:29.3;Cet;S0-a
NGC0536;G;01:26:21.78;+34:42:10.9;And;Sb
NGC0537;Dup;01:25:20.73;+34:01:29.8;And;
NGC0538;G;01:25:26.05;-01:33:02.3;Cet;SBab
NGC0539;G;01:25:21.73;-18:09:49.9;Cet;Sc
NGC0540;G;01:27:08.90;-20:02:11.9;Cet;S0
NGC0541;G;01:25:44.31;-01:22:46.5;Cet;E
NGC0542;G;01:26:30.90;+34:40:31.0;And;Sbc
NGC0543;G;01:25:49.99;-01:17:34.1;Cet;E-S0
NGC0544;G;01:25:12.03;-38:05:40.3;Scl;E-S0
NGC0545;G;01:25:59.12;-01:20:24.8;Cet;E-S0
NGC0546;G;01:25:12.81;-38:04:08.7;Scl;SBb
NGC0547;G;01:26:00.63;-01:20:42.6;Cet;E
NGC0548;G;01:26:02.51;-01:13:32.2;Cet;E
NGC0549;G;01:25:07.08;-38:00:27.9;Scl;SBa
NGC0550;G;01:26:42.55;+02:01:20.5;Cet;SBa
NGC0551;G;01:27:40.66;+37:10:58.5;And;SBbc
NGC0552;*;01:26:10.15;+33:24:21.1;Psc;
NGC0553;G;01:26:12.60;+33:24:18.0;Psc;S0
NGC0554;GPair;01:27:09.60;-22:43:30.0;Cet;
NGC0554A;G;01:27:09.70;-22:43:28.8;Cet;S0
NGC0554B;G;01:27:09.56;-22:43:32.6;Cet;S0
NGC0555;G;01:27:11.81;-22:45:43.8;Cet;S0-a
NGC0556;G;01:27:12.61;-22:41:51.9;Cet;E-S0
NGC0557;G;01:26:25.15;-01:38:19.4;Cet;S0-a
NGC0558;G;01:27:16.17;-01:58:15.2;Cet;E
NGC0559;OCl;01:29:33.17;+63:18:05.2;Cas;
NGC0560;G;01:27:25.42;-01:54:46.7;Cet;S0
NGC0561;G;01:28:18.76;+34:18:31.1;And;Sa
NGC0562;G;01:28:29.26;+48:23:13.5;And;Sc
NGC0563;Dup;01:25:21.73;-18:09:49.9;Cet;
NGC0564;G;01:27:48.21;-01:52:46.3;Cet;E
NGC0565;G;01:28:10.18;-01:18:21.7;Cet;Sa
NGC0566;G;01:29:02.96;+32:19:56.1;Psc;S0
NGC0567;G;01:27:02.40;-10:15:54.9;Cet;S0
NGC0568;G;01:27:57.01;-35:43:03.7;Scl;E-S0
NGC0569;G;01:29:07.16;+11:07:53.3;Psc;Sbc
NGC0570;G;01:28:58.64;-00:56:56.4;Cet;Sa
NGC0571;G;01:29:55.98;+32:30:04.8;Psc;Sbc
NGC0572;G;01:28:36.42;-39:18:26.3;Scl;S0-a
NGC0573;G;01:30:49.35;+41:15:26.3;And;Sab
NGC0574;G;01:29:03.08;-35:35:56.1;Scl;SBb
NGC0575;G;01:30:46.64;+21:26:25.5;Psc;Sc
NGC0576;G;01:28:57.67;-51:35:55.2;Phe;S0-a
NGC0577;G;01:30:40.71;-01:59:39.7;Cet;Sa
NGC0578;G;01:30:29.09;-22:40:02.5;Cet;Sc
NGC0579;G;01:31:46.49;+33:36:56.0;Tri;Sc
NGC0580;Dup;01:30:40.71;-01:59:39.7;Cet;
NGC0581;OCl;01:33:21.81;+60:39:28.8;Cas;
NGC0582;G;01:31:58.05;+33:28:35.5;Tri;SBb
NGC0583;G;01:29:44.15;-18:20:21.9;Cet;S0
NGC0584;G;01:31:20.75;-06:52:05.0;Cet;E
NGC0585;G;01:31:42.14;-00:55:59.9;Cet;SBa
NGC0586;G;01:31:36.85;-06:53:37.5;Cet;Sa
NGC0587;G;01:32:33.33;+35:21:30.9;Tri;SABb
NGC0588;HII;01:32:45.94;+30:38:51.1;Tri;
NGC0589;G;01:32:39.94;-12:02:33.7;Cet;S0-a
NGC0590;G;01:33:40.92;+44:55:43.3;And;SBa
NGC0591;G;01:33:31.27;+35:40:05.7;And;S0-a
NGC0592;*Ass;01:33:11.69;+30:38:41.8;Tri;
NGC0593;G;01:32:20.76;-12:21:16.0;Cet;S0-a
NGC0594;G;01:32:56.91;-16:32:09.6;Cet;Sbc
NGC0595;HII;01:33:33.83;+30:41:29.6;Tri;
NGC0596;G;01:32:52.08;-07:01:54.6;Cet;E
NGC0597;G;01:32:14.85;-33:29:49.5;Scl;SBbc
NGC0598;G;01:33:50.89;+30:39:36.8;Tri;Sc
NGC0599;G;01:32:53.78;-12:11:28.5;Cet;E-S0
NGC0600;G;01:33:05.30;-07:18:41.1;Cet;Scd
NGC0601;G;01:33:06.58;-12:12:31.5;Cet;
NGC0602;OCl;01:29:26.36;-73:33:37.8;Hyi;
NGC0603;Other;01:34:43.90;+30:13:55.1;Tri;
NGC0604;HII;01:34:33.19;+30:47:05.6;Tri;
NGC0605;G;01:35:02.35;+41:14:53.3;And;S0
NGC0606;G;01:34:50.16;+21:25:06.4;Psc;Sc
NGC0607;Other;01:34:16.37;-07:24:46.1;Cet;
NGC0608;G;01:35:28.24;+33:39:24.2;Tri;S0-a
NGC0609;OCl;01:36:23.74;+64:32:11.7;Cas;
NGC0610;Other;01:34:18.00;-20:08:39.2;Cet;
NGC0611;Other;01:34:18.01;-20:07:39.2;Cet;
NGC0612;G;01:33:57.74;-36:29:35.7;Scl;S0-a
NGC0613;G;01:34:18.17;-29:25:06.1;Scl;Sbc
NGC0614;G;01:35:52.26;+33:40:54.8;Tri;S0
NGC0615;G;01:35:05.68;-07:20:25.1;Cet;Sb
NGC0616;**;01:36:04.20;+33:46:12.8;Tri;
NGC0617;G;01:34:02.54;-09:46:26.9;Cet;Sab
NGC0618;Dup;01:35:52.26;+33:40:54.8;Tri;
NGC0619;G;01:34:51.79;-36:29:21.8;Scl;SBb
NGC0620;G;01:36:59.68;+42:19:24.0;And;Scd
NGC0621;G;01:36:49.06;+35:30:43.9;Tri;S0
NGC0622;G;01:36:00.16;+00:39:48.7;Cet;Sb
NGC0623;G;01:35:06.39;-36:29:24.8;Scl;E
NGC0624;G;01:35:51.09;-10:00:10.7;Cet;SBb
NGC0625;G;01:35:04.63;-41:26:10.3;Phe;SBm
NGC0626;G;01:35:12.08;-39:08:45.8;Scl;Sc
NGC0627;Dup;01:35:52.26;+33:40:54.8;Tri;
NGC0628;G;01:36:41.75;+15:47:01.2;Psc;Sc
NGC0629;Other;01:38:58.54;+72:52:01.5;Cas;
NGC0630;G;01:35:36.48;-39:21:28.2;Scl;E-S0
NGC0631;G;01:36:47.06;+05:50:07.3;Psc;E
NGC0632;G;01:37:17.53;+05:52:39.5;Psc;S0-a
NGC0633;G;01:36:23.40;-37:19:17.6;Scl;SBb
NGC0634;G;01:38:18.66;+35:21:53.4;Tri;Sa
NGC0635;G;01:38:17.86;-22:55:44.1;Cet;Sbc
NGC0636;G;01:39:06.53;-07:30:45.4;Cet;E
NGC0637;OCl;01:43:03.11;+64:02:11.6;Cas;
NGC0638;G;01:39:37.85;+07:14:14.4;Psc;E?
NGC0639;G;01:38:59.05;-29:55:31.2;Scl;Sa
NGC0640;G;01:39:24.88;-09:24:04.2;Cet;SBa
NGC0641;G;01:38:39.23;-42:31:39.1;Phe;E
NGC0642;G;01:39:06.33;-29:54:53.6;Scl;SBc
NGC0643;OCl;01:35:01.43;-75:33:24.7;Hyi;
NGC0643A;OCl;01:30:38.49;-76:03:16.2;Hyi;
NGC0643B;G;01:39:12.73;-75:00:40.0;Hyi;S0-a
NGC0643C;G;01:41:49.13;-75:16:05.2;Hyi;Sc
NGC0644;G;01:38:52.96;-42:35:07.0;Phe;SBc
NGC0645;G;01:40:08.70;+05:43:36.1;Psc;Sb
NGC0646;GPair;01:37:25.50;-64:53:47.0;Hyi;
NGC0646 NED01;G;01:37:21.12;-64:53:41.5;Hyi;SBc
NGC0646 NED02;G;01:37:29.89;-64:53:46.6;Hyi;E-S0
NGC0647;G;01:39:56.19;-09:14:32.6;Cet;S0
NGC0648;G;01:38:39.79;-17:49:52.3;Cet;E-S0
NGC0649;G;01:40:07.45;-09:16:19.6;Cet;Sa
NGC0650;PN;01:42:19.69;+51:34:31.7;Per;
NGC0651;Dup;01:42:19.69;+51:34:31.7;Per;
NGC0652;G;01:40:43.28;+07:58:58.5;Psc;Sab
NGC0653;G;01:42:25.74;+35:38:18.0;And;Sab
NGC0654;OCl;01:43:59.43;+61:52:57.8;Cas;
NGC0655;G;01:41:55.13;-13:04:54.3;Cet;S0
NGC0656;G;01:42:27.24;+26:08:35.0;Psc;S0
NGC0657;OCl;01:43:20.80;+55:50:11.0;Cas;
NGC0658;G;01:42:09.66;+12:36:06.8;Psc;Sb
NGC0659;OCl;01:44:22.99;+60:40:09.0;Cas;
NGC0660;G;01:43:02.40;+13:38:42.2;Psc;Sa
NGC0661;G;01:44:14.62;+28:42:21.3;Tri;E
NGC0662;G;01:44:35.45;+37:41:44.8;And;Sb
NGC0663;OCl;01:46:16.05;+61:13:05.5;Cas;
NGC0664;G;01:43:45.81;+04:13:22.4;Psc;Sb
NGC0665;G;01:44:56.10;+10:25:22.9;Psc;S0
NGC0666;G;01:46:06.20;+34:22:28.3;Tri;E
NGC0667;G;01:44:56.68;-22:55:08.2;Cet;S0
NGC0668;G;01:46:22.67;+36:27:37.1;And;Sb
NGC0669;G;01:47:16.15;+35:33:47.9;Tri;Sab
NGC0670;G;01:47:24.85;+27:53:08.7;Tri;S0
NGC0671;G;01:46:59.17;+13:07:30.4;Ari;Sa
NGC0672;G;01:47:54.52;+27:25:58.0;Tri;SBc
NGC0673;G;01:48:22.44;+11:31:16.7;Ari;SABc
NGC0674;G;01:51:17.57;+22:21:28.7;Ari;SABc
NGC0675;G;01:49:08.61;+13:03:35.6;Ari;Sa
NGC0676;G;01:48:57.31;+05:54:27.1;Psc;S0-a
NGC0677;G;01:49:14.06;+13:03:19.3;Ari;E
NGC0678;G;01:49:24.86;+21:59:50.3;Ari;SBb
NGC0679;G;01:49:43.78;+35:47:08.3;And;E-S0
NGC0680;G;01:49:47.29;+21:58:15.1;Ari;E
NGC0681;G;01:49:10.83;-10:25:35.1;Cet;SABa
NGC0682;G;01:49:04.60;-14:58:29.4;Cet;E-S0
NGC0683;G;01:49:46.69;+11:42:04.7;Ari;Sb
NGC0684;G;01:50:14.02;+27:38:44.4;Tri;Sb
NGC0685;G;01:47:42.81;-52:45:42.5;Eri;Sc
NGC0686;G;01:48:56.14;-23:47:53.3;For;E-S0
NGC0687;G;01:50:33.24;+36:22:14.9;And;S0
NGC0688;G;01:50:44.18;+35:17:04.3;Tri;Sb
NGC0689;G;01:49:51.77;-27:27:59.8;For;SABa
NGC0690;G;01:47:48.08;-16:43:19.2;Cet;SABc
NGC0691;G;01:50:41.72;+21:45:35.7;Ari;Sbc
NGC0692;G;01:48:41.99;-48:38:54.6;Phe;Sbc
NGC0693;G;01:50:30.85;+06:08:42.8;Psc;S0-a
NGC0694;G;01:50:58.49;+21:59:51.0;Ari;S0
NGC0695;G;01:51:14.24;+22:34:56.5;Ari;S0
NGC0696;G;01:49:31.26;-34:54:18.6;For;S0-a
NGC0697;Dup;01:51:17.57;+22:21:28.7;Ari;
NGC0698;G;01:49:43.70;-34:49:51.9;For;Sab
NGC0699;G;01:50:43.68;-12:02:08.4;Cet;SBbc
NGC0700;G;01:52:16.84;+36:02:12.2;And;S0
NGC0701;G;01:51:03.84;-09:42:09.4;Cet;SBc
NGC0702;GPair;01:51:18.80;-04:03:07.0;Cet;
NGC0702 NED01;G;01:51:18.39;-04:02:57.0;Cet;
NGC0702 NED02;G;01:51:19.19;-04:03:21.4;Cet;SBbc
NGC0703;G;01:52:39.60;+36:10:17.1;And;E-S0
NGC0704;GPair;01:52:38.60;+36:07:27.0;And;
NGC0704A;G;01:52:39.98;+36:07:15.4;And;
NGC0704B;G;01:52:37.70;+36:07:36.5;And;E-S0
NGC0705;G;01:52:41.52;+36:08:38.4;And;S0-a
NGC0706;G;01:51:50.53;+06:17:48.8;Psc;Sc
NGC0707;G;01:51:27.10;-08:30:19.3;Cet;E-S0
NGC0708;G;01:52:46.48;+36:09:06.6;And;E
NGC0709;G;01:52:50.62;+36:13:24.4;And;E-S0
NGC0710;G;01:52:53.94;+36:03:10.4;And;Sc
NGC0711;G;01:52:27.76;+17:30:45.6;Ari;S0
NGC0712;G;01:53:08.44;+36:49:11.5;And;S0
NGC0713;G;01:55:21.53;-09:05:01.5;Cet;Sb
NGC0714;G;01:53:29.65;+36:13:16.7;And;S0-a
NGC0715;G;01:53:12.52;-12:52:22.2;Cet;Sb
NGC0716;G;01:52:59.68;+12:42:30.5;Ari;Sa
NGC0717;G;01:53:55.11;+36:13:45.9;And;S0-a
NGC0718;G;01:53:13.30;+04:11:45.0;Psc;Sa
NGC0719;G;01:53:38.84;+19:50:25.5;Ari;S0
NGC0720;G;01:53:00.50;-13:44:19.2;Cet;E
NGC0721;G;01:54:45.46;+39:23:00.7;And;Sbc
NGC0722;G;01:54:46.95;+20:41:53.6;Ari;Sb
NGC0723;G;01:53:45.68;-23:45:27.9;Cet;Sbc
NGC0724;Dup;01:53:45.68;-23:45:27.9;Cet;
NGC0725;G;01:52:35.49;-16:31:04.1;Cet;Sc
NGC0726;G;01:55:31.87;-10:47:59.3;Cet;SBd
NGC0727;G;01:53:49.38;-35:51:22.2;For;Sab
NGC0728;Other;01:55:01.44;+04:13:21.3;Psc;
NGC0729;Dup;01:53:49.38;-35:51:22.2;For;
NGC0730;*;01:55:18.00;+05:38:11.0;Psc;
NGC0731;G;01:54:56.21;-09:00:38.9;Cet;E
NGC0732;G;01:56:27.71;+36:48:08.0;And;S0
NGC0733;*;01:56:33.89;+33:03:19.1;Tri;
NGC0734;G;01:53:28.74;-16:59:44.5;Cet;SBab
NGC0735;G;01:56:37.98;+34:10:36.4;Tri;Sb
NGC0736;G;01:56:40.87;+33:02:36.6;Tri;E
NGC0737;Other;01:56:40.80;+33:02:56.1;Tri;
NGC0738;G;01:56:45.69;+33:03:30.0;Tri;S0
NGC0739;G;01:56:54.69;+33:16:00.1;Tri;S0-a
NGC0740;G;01:56:54.87;+33:00:54.6;Tri;SBb
NGC0741;G;01:56:21.03;+05:37:44.2;Psc;E
NGC0742;G;01:56:24.17;+05:37:36.1;Psc;E-S0
NGC0743;OCl;01:58:31.29;+60:09:58.7;Cas;
NGC0744;OCl;01:58:29.92;+55:28:28.6;Per;
NGC0745;GGroup;01:54:08.66;-56:41:26.7;Eri;
NGC0745 NED01;G;01:54:07.72;-56:41:37.2;Eri;S0-a
NGC0745 NED02;G;01:54:07.61;-56:41:14.5;Eri;
NGC0745 NED03;G;01:54:11.33;-56:41:07.7;Eri;E-S0
NGC0746;G;01:57:51.01;+44:55:06.9;And;I
NGC0747;G;01:57:30.45;-09:27:44.5;Cet;Sb
NGC0748;G;01:56:21.80;-04:28:03.5;Cet;Sb
NGC0749;G;01:55:41.12;-29:55:20.4;For;S0-a
NGC0750;G;01:57:32.73;+33:12:33.4;Tri;E
NGC0751;G;01:57:32.99;+33:12:11.1;Tri;E
NGC0752;OCl;01:57:34.82;+37:50:00.2;And;
NGC0753;G;01:57:42.20;+35:54:58.0;And;SABc
NGC0754;G;01:54:20.84;-56:45:39.8;Eri;E
NGC0755;G;01:56:22.68;-09:03:41.1;Cet;SBbc
NGC0756;GPair;01:54:29.05;-16:42:25.8;Cet;S0
NGC0757;Dup;01:54:56.21;-09:00:38.9;Cet;
NGC0758;G;01:55:42.14;-03:03:59.3;Cet;S0
NGC0759;G;01:57:50.33;+36:20:35.2;And;E
NGC0760;**;01:57:47.40;+33:21:19.4;Tri;
NGC0761;G;01:57:49.59;+33:22:37.7;Tri;SBa
NGC0762;G;01:56:57.79;-05:24:10.3;Cet;Sa
NGC0763;Dup;01:56:22.68;-09:03:41.1;Cet;
NGC0764;**;01:57:03.27;-16:03:45.0;Cet;
NGC0765;G;01:58:48.00;+24:53:32.9;Ari;SABb
NGC0766;G;01:58:41.95;+08:20:47.9;Psc;E
NGC0767;G;01:58:50.80;-09:35:13.7;Cet;SBb
NGC0768;G;01:58:40.93;+00:31:45.2;Cet;SBbc
NGC0769;G;01:59:35.90;+30:54:35.7;Tri;Sc
NGC0770;G;01:59:13.64;+18:57:16.8;Ari;E
NGC0771;*;02:03:26.59;+72:25:15.2;Cas;
NGC0772;G;01:59:19.58;+19:00:27.1;Ari;Sb
NGC0773;G;01:58:52.00;-11:30:52.7;Cet;SABa
NGC0774;G;01:59:34.73;+14:00:29.5;Ari;S0
NGC0775;G;01:58:32.67;-26:17:37.4;For;SABc
NGC0776;G;01:59:54.49;+23:38:39.8;Ari;SABa
NGC0777;G;02:00:14.90;+31:25:46.5;Tri;E
NGC0778;G;02:00:19.44;+31:18:46.9;Tri;S0
NGC0779;G;01:59:42.28;-05:57:47.5;Cet;SABb
NGC0780;G;02:00:35.18;+28:13:30.5;Tri;Sb
NGC0781;G;02:00:08.96;+12:39:22.0;Ari;Sa
NGC0782;G;01:57:40.38;-57:47:24.6;Eri;SBb
NGC0783;G;02:01:06.61;+31:52:56.9;Tri;Sc
NGC0784;G;02:01:16.93;+28:50:14.1;Tri;SBd
NGC0785;G;02:01:40.00;+31:49:35.4;Tri;E
NGC0786;G;02:01:24.72;+15:38:47.5;Ari;Sc
NGC0787;G;02:00:48.62;-09:00:09.3;Cet;Sb
NGC0788;G;02:01:06.45;-06:48:55.9;Cet;S0-a
NGC0789;G;02:02:26.01;+32:04:20.1;Tri;Sb
NGC0790;G;02:01:21.60;-05:22:15.5;Cet;S0
NGC0791;G;02:01:44.22;+08:29:59.8;Psc;E
NGC0792;G;02:02:15.33;+15:42:43.9;Ari;S0
NGC0793;**;02:02:54.54;+31:58:50.6;Tri;
NGC0794;G;02:02:29.33;+18:22:22.8;Ari;E-S0
NGC0795;G;01:59:49.36;-55:49:27.0;Eri;E
NGC0796;OCl;01:56:43.75;-74:13:12.0;Hyi;
NGC0797;GPair;02:03:26.30;+38:06:52.0;And;
NGC0797 NED01;G;02:03:24.55;+38:06:44.0;And;
NGC0797 NED02;G;02:03:27.94;+38:07:01.0;And;SABa
NGC0798;G;02:03:19.60;+32:04:39.1;Tri;E
NGC0799;G;02:02:12.34;-00:06:02.3;Cet;SBa
NGC0800;G;02:02:11.85;-00:07:49.6;Cet;Sc
NGC0801;G;02:03:44.83;+38:15:31.4;And;Sc
NGC0802;G;01:59:06.00;-67:52:12.5;Hyi;S0-a
NGC0803;G;02:03:44.70;+16:01:51.5;Ari;Sc
NGC0804;G;02:04:02.11;+30:49:58.3;Tri;S0
NGC0805;G;02:04:29.57;+28:48:44.4;Tri;S0
NGC0806;G;02:03:31.15;-09:56:00.1;Cet;SBc
NGC0807;G;02:04:55.66;+28:59:14.8;Tri;E
NGC0808;G;02:03:56.60;-23:18:41.8;Cet;Sbc
NGC0809;G;02:04:18.97;-08:44:07.1;Cet;S0
NGC0810;GPair;02:05:28.90;+13:15:05.0;Ari;
NGC0810 NED01;G;02:05:28.51;+13:15:04.4;Ari;E
NGC0810 NED02;G;02:05:29.29;+13:15:03.5;Ari;E?
NGC0811;G;02:04:34.84;-10:06:30.5;Cet;Scd
NGC0812;G;02:06:51.50;+44:34:22.5;And;Sc
NGC0813;G;02:01:36.07;-68:26:21.1;Hyi;S0-a
NGC0814;G;02:10:37.63;-15:46:24.9;Cet;S0
NGC0815;GPair;02:10:39.40;-15:48:46.0;Cet;
NGC0815 NED01;G;02:10:39.20;-15:48:44.7;Cet;
NGC0815 NED02;G;02:10:39.51;-15:48:48.2;Cet;
NGC0816;G;02:08:08.85;+29:15:21.0;Tri;
NGC0817;G;02:07:33.71;+17:12:09.5;Ari;S0-a
NGC0818;G;02:08:44.52;+38:46:37.9;And;Sbc
NGC0819;G;02:08:34.37;+29:14:02.5;Tri;Sbc
NGC0820;G;02:08:24.98;+14:20:58.4;Ari;Sb
NGC0821;G;02:08:21.14;+10:59:41.7;Ari;E
NGC0822;G;02:06:39.14;-41:09:24.3;Phe;E
NGC0823;G;02:07:20.05;-25:26:30.8;For;E-S0
NGC0824;G;02:06:53.26;-36:27:11.4;For;Sbc
NGC0825;G;02:08:32.36;+06:19:25.4;Cet;Sa
NGC0826;G;02:09:25.05;+30:44:22.9;Tri;E
NGC0827;G;02:08:56.26;+07:58:17.3;Cet;Sb
NGC0828;G;02:10:09.57;+39:11:25.3;And;Sa
NGC0829;G;02:08:42.38;-07:47:25.9;Cet;SBc
NGC0830;G;02:08:58.68;-07:46:00.5;Cet;E-S0
NGC0831;G;02:09:34.60;+06:05:46.8;Cet;Sc
NGC0832;**;02:11:00.83;+35:32:28.5;Tri;
NGC0833;G;02:09:20.84;-10:07:59.1;Cet;SABa
NGC0834;G;02:11:01.29;+37:39:58.6;And;Sb
NGC0835;G;02:09:24.60;-10:08:09.3;Cet;Sab
NGC0836;G;02:10:24.88;-22:03:17.5;Cet;S0-a
NGC0837;G;02:10:16.25;-22:25:53.4;Cet;Sb
NGC0838;G;02:09:38.53;-10:08:48.1;Cet;S0-a
NGC0839;G;02:09:42.93;-10:11:02.7;Cet;S0-a
NGC0840;G;02:10:16.21;+07:50:43.1;Cet;Sb
NGC0841;G;02:11:17.36;+37:29:49.8;And;Sab
NGC0842;G;02:09:50.79;-07:45:44.9;Cet;S0
NGC0843;Other;02:11:08.11;+32:05:50.7;Tri;
NGC0844;G;02:10:14.25;+06:02:59.3;Cet;
NGC0845;G;02:12:19.79;+37:28:38.4;And;Sb
NGC0846;G;02:12:12.32;+44:34:06.2;And;SBab
NGC0847;Dup;02:12:12.32;+44:34:06.2;And;
NGC0848;G;02:10:17.64;-10:19:17.2;Cet;SBab
NGC0849;G;02:10:11.19;-22:19:22.8;Cet;S0
NGC0850;G;02:11:13.61;-01:29:08.1;Cet;S0-a
NGC0851;G;02:11:12.09;+03:46:46.9;Cet;S0-a
NGC0852;G;02:08:55.46;-56:44:13.4;Eri;SBbc
NGC0853;G;02:11:41.19;-09:18:21.6;Cet;Sm
NGC0854;G;02:11:30.75;-35:50:06.4;For;SBc
NGC0855;G;02:14:03.49;+27:52:38.4;Tri;E
NGC0856;G;02:13:38.36;-00:43:02.2;Cet;Sa
NGC0857;G;02:12:36.97;-31:56:40.6;For;S0
NGC0858;G;02:12:30.17;-22:28:17.5;Cet;Sc
NGC0859;Dup;02:13:38.36;-00:43:02.2;Cet;
NGC0860;G;02:15:00.15;+30:46:43.7;Tri;E
NGC0861;G;02:15:51.14;+35:54:48.9;Tri;Sb
NGC0862;G;02:13:03.00;-42:02:00.7;Phe;E
NGC0863;G;02:14:33.56;-00:46:00.1;Cet;Sa
NGC0864;G;02:15:27.64;+06:00:09.4;Cet;SABc
NGC0865;G;02:16:15.11;+28:35:59.0;Tri;Sbc
NGC0866;Dup;02:14:33.56;-00:46:00.1;Cet;
NGC0867;G;02:17:04.78;+01:14:39.1;Cet;S0-a
NGC0868;G;02:15:58.48;-00:42:49.1;Cet;E-S0
NGC0869;OCl;02:18:58.56;+57:07:02.1;Per;
NGC0870;G;02:17:09.22;+14:31:23.2;Ari;
NGC0871;G;02:17:10.73;+14:32:52.2;Ari;SBc
NGC0872;G;02:15:25.23;-17:46:51.8;Cet;SBc
NGC0873;G;02:16:32.36;-11:20:54.8;Cet;Sc
NGC0874;G;02:16:01.15;-23:18:06.2;Cet;Sab
NGC0875;Dup;02:17:04.78;+01:14:39.1;Cet;
NGC0876;G;02:17:53.31;+14:31:16.6;Ari;Sc
NGC0877;G;02:17:59.64;+14:32:38.6;Ari;SABc
